"ligand","receptor","LR pair"
"SHBG","PKM","SHBG - PKM"
"IL13RA1","IL4R","IL13RA1 - IL4R"
"MMP3","MMP3","MMP3 - MMP3"
"PLG","NGF","PLG - NGF"
"IL16","CD4","IL16 - CD4"
"PLG","CPB2","PLG - CPB2"
"BMP1","DMP1","BMP1 - DMP1"
"RXRG","NR1H3","RXRG - NR1H3"
"BMP1","TWSG1","BMP1 - TWSG1"
"CUBN","CUBN","CUBN - CUBN"
"NXPH3","NRXN1","NXPH3 - NRXN1"
"TLR4","LY96","TLR4 - LY96"
"CD44","CD74","CD44 - CD74"
"NRG1","EGF","NRG1 - EGF"
"FST","INHA","FST - INHA"
"NRG1","ERBB4","NRG1 - ERBB4"
"PTCH2","DHH","PTCH2 - DHH"
"APP","BGN","APP - BGN"
"AXL","AXL","AXL - AXL"
"SLIT1","ROBO1","SLIT1 - ROBO1"
"ITGA2B","ITGA2B","ITGA2B - ITGA2B"
"ADAM10","EFNA1","ADAM10 - EFNA1"
"LTF","LRP1","LTF - LRP1"
"LTF","CP","LTF - CP"
"MMP3","IGFBP3","MMP3 - IGFBP3"
"LTF","ITLN1","LTF - ITLN1"
"LTF","LYZ","LTF - LYZ"
"ANXA2","PLAT","ANXA2 - PLAT"
"MMP3","SERPINE1","MMP3 - SERPINE1"
"SSTR1","SSTR5","SSTR1 - SSTR5"
"SSTR1","CORT","SSTR1 - CORT"
"SSTR1","SST","SSTR1 - SST"
"MMP3","SPOCK1","MMP3 - SPOCK1"
"MMP3","BCAN","MMP3 - BCAN"
"HABP2","COL4A6","HABP2 - COL4A6"
"IL17RD","IL17RB","IL17RD - IL17RB"
"LRP8","CLU","LRP8 - CLU"
"GRIK2","GRID2","GRIK2 - GRID2"
"CDH1","MET","CDH1 - MET"
"HLA-G","B2M","HLA-G - B2M"
"MMP3","SPARC","MMP3 - SPARC"
"C4B","CD46","C4B - CD46"
"TNF","DCN","TNF - DCN"
"F9","F2","F9 - F2"
"NTF3","NTRK2","NTF3 - NTRK2"
"F9","F8","F9 - F8"
"TNF","MMP17","TNF - MMP17"
"TNF","ADAM17","TNF - ADAM17"
"DCN","COL4A1","DCN - COL4A1"
"DCN","COL4A3","DCN - COL4A3"
"DCN","C1QA","DCN - C1QA"
"NOV","IGF1","NOV - IGF1"
"NR2F1","THRA","NR2F1 - THRA"
"NRP2","VEGFA","NRP2 - VEGFA"
"NRP2","SEMA3F","NRP2 - SEMA3F"
"NRP2","SEMA3B","NRP2 - SEMA3B"
"NRP2","SEMA3C","NRP2 - SEMA3C"
"ELN","MMP12","ELN - MMP12"
"ELN","SPINK1","ELN - SPINK1"
"ELN","FBLN2","ELN - FBLN2"
"IL2RG","IL9R","IL2RG - IL9R"
"TNFSF10","TNFSF10","TNFSF10 - TNFSF10"
"BCHE","BCHE","BCHE - BCHE"
"LRP1","LRP1","LRP1 - LRP1"
"IL7R","ALB","IL7R - ALB"
"CFHR4","CFHR4","CFHR4 - CFHR4"
"VLDLR","RELN","VLDLR - RELN"
"COL2A1","TNFRSF10A","COL2A1 - TNFRSF10A"
"COL5A3","COL5A1","COL5A3 - COL5A1"
"CCR4","CCL5","CCR4 - CCL5"
"DEFB1","CCR6","DEFB1 - CCR6"
"THBS3","THBS3","THBS3 - THBS3"
"TNF","SPOCK1","TNF - SPOCK1"
"TNF","PTPRZ1","TNF - PTPRZ1"
"CNTN3","APLP1","CNTN3 - APLP1"
"PTGER2","PTGDS","PTGER2 - PTGDS"
"TNF","CSF1","TNF - CSF1"
"RXRG","RARG","RXRG - RARG"
"F11","F11","F11 - F11"
"DEFB1","MMP7","DEFB1 - MMP7"
"CGB","LHCGR","CGB - LHCGR"
"ANG","TNFSF8","ANG - TNFSF8"
"LRP1","SERPINE1","LRP1 - SERPINE1"
"LRP1","PLAT","LRP1 - PLAT"
"LRP1","THBS1","LRP1 - THBS1"
"ADAMTSL4","CTSB","ADAMTSL4 - CTSB"
"KLRC3","TYROBP","KLRC3 - TYROBP"
"COL2A1","MAG","COL2A1 - MAG"
"SPINK5","KLK14","SPINK5 - KLK14"
"DCD","TNFRSF14","DCD - TNFRSF14"
"IL7R","PPBP","IL7R - PPBP"
"RXRG","NR1H2","RXRG - NR1H2"
"PKD2L1","PKD1L3","PKD2L1 - PKD1L3"
"BGN","COL18A1","BGN - COL18A1"
"BGN","THBS1","BGN - THBS1"
"IL2RG","AXL","IL2RG - AXL"
"ITGA4","TGFB1I1","ITGA4 - TGFB1I1"
"INHBE","INHBE","INHBE - INHBE"
"VIP","VIPR1","VIP - VIPR1"
"COLQ","BCHE","COLQ - BCHE"
"IL2RG","IL4R","IL2RG - IL4R"
"ITGA6","COL17A1","ITGA6 - COL17A1"
"BDNF","NTRK2","BDNF - NTRK2"
"GRIA4","CACNG2","GRIA4 - CACNG2"
"ITGA4","MADCAM1","ITGA4 - MADCAM1"
"ITGA4","ICAM4","ITGA4 - ICAM4"
"ITGA4","FN1","ITGA4 - FN1"
"KCNIP2","KCNIP2","KCNIP2 - KCNIP2"
"GRIN1","PLAT","GRIN1 - PLAT"
"ITGA4","ITGA4","ITGA4 - ITGA4"
"APP","PRSS3","APP - PRSS3"
"APP","COL1A2","APP - COL1A2"
"GRIN1","DRD1","GRIN1 - DRD1"
"GRIN1","CDH2","GRIN1 - CDH2"
"GRIN1","GRIN1","GRIN1 - GRIN1"
"CSF2RA","CSF2RA","CSF2RA - CSF2RA"
"BDNF","BDNF","BDNF - BDNF"
"HLA-G","CD8A","HLA-G - CD8A"
"ACVR2B","ACVR1B","ACVR2B - ACVR1B"
"IL9R","IL2RG","IL9R - IL2RG"
"MASP2","C4A","MASP2 - C4A"
"PDGFB","PDGFB","PDGFB - PDGFB"
"KCNIP1","NUCB2","KCNIP1 - NUCB2"
"MIF","MIF","MIF - MIF"
"CHRD","HRG","CHRD - HRG"
"MMP14","F12","MMP14 - F12"
"CHRD","CD36","CHRD - CD36"
"MIF","CD74","MIF - CD74"
"BMP5","FST","BMP5 - FST"
"MMP14","CCL7","MMP14 - CCL7"
"PROC","SERPINA5","PROC - SERPINA5"
"PROC","F5","PROC - F5"
"AMOT","PLG","AMOT - PLG"
"PTPRE","PTPRE","PTPRE - PTPRE"
"TGFBI","COL4A3","TGFBI - COL4A3"
"TGFBI","COL4A1","TGFBI - COL4A1"
"TGFBI","COL1A1","TGFBI - COL1A1"
"CCR10","CCL28","CCR10 - CCL28"
"CCRL2","CCL19","CCRL2 - CCL19"
"PLG","PLG","PLG - PLG"
"LGALS3","APOA1","LGALS3 - APOA1"
"LGALS3","ITGAM","LGALS3 - ITGAM"
"LGALS3","ITGB1","LGALS3 - ITGB1"
"UGGT1","TNFRSF14","UGGT1 - TNFRSF14"
"UGGT1","SUSD2","UGGT1 - SUSD2"
"C1S","C1S","C1S - C1S"
"FAP","FAP","FAP - FAP"
"MMP1","COL1A2","MMP1 - COL1A2"
"TYROBP","CLEC5A","TYROBP - CLEC5A"
"LGALS3","FCGR2A","LGALS3 - FCGR2A"
"SEMG1","SEMG2","SEMG1 - SEMG2"
"TGFBI","COL2A1","TGFBI - COL2A1"
"BCAM","LAMA5","BCAM - LAMA5"
"C5AR1","C5AR1","C5AR1 - C5AR1"
"TYROBP","NCR2","TYROBP - NCR2"
"RXRB","NR2C2","RXRB - NR2C2"
"PDGFB","PDGFA","PDGFB - PDGFA"
"RXRB","NR1H2","RXRB - NR1H2"
"GRIK2","GRIA1","GRIK2 - GRIA1"
"RXRG","THRB","RXRG - THRB"
"RXRB","PPARD","RXRB - PPARD"
"COL1A1","NID1","COL1A1 - NID1"
"SORT1","NGF","SORT1 - NGF"
"LCAT","APOA1","LCAT - APOA1"
"GHRHR","MLNR","GHRHR - MLNR"
"RHO","ADRBK1","RHO - ADRBK1"
"LCAT","A2M","LCAT - A2M"
"FSHB","FSHR","FSHB - FSHR"
"PCSK2","PMCH","PCSK2 - PMCH"
"ITGA5","COL1A1","ITGA5 - COL1A1"
"CCR4","ADRBK1","CCR4 - ADRBK1"
"CLCF1","CRLF1","CLCF1 - CRLF1"
"KCNJ8","KCNJ8","KCNJ8 - KCNJ8"
"PLA2G1B","CSF3R","PLA2G1B - CSF3R"
"FAP","NPY","FAP - NPY"
"IL34","CSF1R","IL34 - CSF1R"
"EFNB1","EPHB2","EFNB1 - EPHB2"
"ITGA2","CD47","ITGA2 - CD47"
"HLA-DQB1","HLA-DQA1","HLA-DQB1 - HLA-DQA1"
"TAC1","CRELD2","TAC1 - CRELD2"
"FAP","PLAUR","FAP - PLAUR"
"COCH","COL1A1","COCH - COL1A1"
"TAC1","FN1","TAC1 - FN1"
"TIE1","PTPRC","TIE1 - PTPRC"
"TIE1","PSG5","TIE1 - PSG5"
"NPPC","EDN1","NPPC - EDN1"
"NRXN1","NXPH1","NRXN1 - NXPH1"
"INSL3","RXFP2","INSL3 - RXFP2"
"LAMC2","NID1","LAMC2 - NID1"
"FN1","CTSD","FN1 - CTSD"
"FN1","COL4A3","FN1 - COL4A3"
"FN1","COL4A2","FN1 - COL4A2"
"FN1","COL4A4","FN1 - COL4A4"
"FN1","COL1A1","FN1 - COL1A1"
"FN1","COL1A2","FN1 - COL1A2"
"TAC1","OPRM1","TAC1 - OPRM1"
"FN1","FASLG","FN1 - FASLG"
"FN1","SPARC","FN1 - SPARC"
"FN1","LGALS3BP","FN1 - LGALS3BP"
"FN1","MATN2","FN1 - MATN2"
"FN1","ITGA3","FN1 - ITGA3"
"FN1","LACRT","FN1 - LACRT"
"FN1","LRG1","FN1 - LRG1"
"FN1","COL6A2","FN1 - COL6A2"
"FN1","FSTL3","FN1 - FSTL3"
"FN1","ITGA5","FN1 - ITGA5"
"FN1","ITGB6","FN1 - ITGB6"
"FN1","ITGB7","FN1 - ITGB7"
"FN1","LTBP1","FN1 - LTBP1"
"FN1","ITGA8","FN1 - ITGA8"
"FN1","THBS1","FN1 - THBS1"
"DRD2","SSTR5","DRD2 - SSTR5"
"PLG","HRG","PLG - HRG"
"PLG","F3","PLG - F3"
"RBP4","ALB","RBP4 - ALB"
"IGF1","IGF1R","IGF1 - IGF1R"
"IGF1","IGFBP1","IGF1 - IGFBP1"
"VEGFA","THBS1","VEGFA - THBS1"
"VEGFA","IGFBP7","VEGFA - IGFBP7"
"DCC","NTN1","DCC - NTN1"
"IGFBP1","IGF1","IGFBP1 - IGF1"
"NRXN1","NLGN2","NRXN1 - NLGN2"
"LEP","A2M","LEP - A2M"
"LAD1","COL17A1","LAD1 - COL17A1"
"DCC","ADORA2B","DCC - ADORA2B"
"TGFB1I1","PLA2G3","TGFB1I1 - PLA2G3"
"IL26","IL20RA","IL26 - IL20RA"
"IL26","IL26","IL26 - IL26"
"ITGA3","ITGB1","ITGA3 - ITGB1"
"CXCL16","CXCR6","CXCL16 - CXCR6"
"FPR2","FPR2","FPR2 - FPR2"
"FBN1","SERPINE1","FBN1 - SERPINE1"
"IFNA1","IFNAR2","IFNA1 - IFNAR2"
"IGF2R","CTSD","IGF2R - CTSD"
"IGF2R","CREG1","IGF2R - CREG1"
"IGF2R","IGF2R","IGF2R - IGF2R"
"IFNA1","IFNAR1","IFNA1 - IFNAR1"
"IFNA1","IL2","IFNA1 - IL2"
"PTH2R","PTH","PTH2R - PTH"
"CD86","CD28","CD86 - CD28"
"PLXNB3","MST1R","PLXNB3 - MST1R"
"LAMB1","ERBB2IP","LAMB1 - ERBB2IP"
"FBN1","TGFB2","FBN1 - TGFB2"
"ITGA2","COL8A1","ITGA2 - COL8A1"
"APP","TM2D1","APP - TM2D1"
"APP","LRP1B","APP - LRP1B"
"APP","IDE","APP - IDE"
"COL5A2","COL11A1","COL5A2 - COL11A1"
"APP","LAMA1","APP - LAMA1"
"APP","SNCA","APP - SNCA"
"PDGFRB","PTPRJ","PDGFRB - PTPRJ"
"CD28","CD4","CD28 - CD4"
"CD74","HLA-DPA1","CD74 - HLA-DPA1"
"FCN2","MASP2","FCN2 - MASP2"
"LGR4","ZNRF3","LGR4 - ZNRF3"
"TGFBR2","TGFBR2","TGFBR2 - TGFBR2"
"PDGFRB","PLAUR","PDGFRB - PLAUR"
"FGF3","FGFR1","FGF3 - FGFR1"
"COL2A1","MMP1","COL2A1 - MMP1"
"PPARG","CLU","PPARG - CLU"
"JAG1","CD46","JAG1 - CD46"
"IL6","IL6","IL6 - IL6"
"PDGFRB","EGFR","PDGFRB - EGFR"
"PDGFRB","S1PR1","PDGFRB - S1PR1"
"TGFBR2","CLU","TGFBR2 - CLU"
"PPARG","RXRG","PPARG - RXRG"
"PDGFRB","SLC9A3R1","PDGFRB - SLC9A3R1"
"JAG2","NOTCH1","JAG2 - NOTCH1"
"CADM1","CADM1","CADM1 - CADM1"
"CCL21","IGFBP7","CCL21 - IGFBP7"
"JAG2","NOTCH3","JAG2 - NOTCH3"
"MMP2","THBS1","MMP2 - THBS1"
"MMP2","COL7A1","MMP2 - COL7A1"
"NME3","NME3","NME3 - NME3"
"TNFSF13","TNFRSF13B","TNFSF13 - TNFRSF13B"
"TNFSF13","TNFRSF14","TNFSF13 - TNFRSF14"
"ITGA5","FN1","ITGA5 - FN1"
"HP","CD163","HP - CD163"
"CCR7","CCL21","CCR7 - CCL21"
"CETP","APOA1","CETP - APOA1"
"F10","APOH","F10 - APOH"
"LY86","LY96","LY86 - LY96"
"CCL3L1","DPP4","CCL3L1 - DPP4"
"CCL3L1","CCR3","CCL3L1 - CCR3"
"CCL3L1","CCR5","CCL3L1 - CCR5"
"CCL21","ACKR2","CCL21 - ACKR2"
"IL4R","IL4","IL4R - IL4"
"HTRA1","HTRA1","HTRA1 - HTRA1"
"IL16","KCNJ10","IL16 - KCNJ10"
"LHB","LHCGR","LHB - LHCGR"
"SFTPA2","SFTPA2","SFTPA2 - SFTPA2"
"EFNA5","EPHA3","EFNA5 - EPHA3"
"EFNA5","EPHB1","EFNA5 - EPHB1"
"ITGB2","KNG1","ITGB2 - KNG1"
"ITGB2","ICAM5","ITGB2 - ICAM5"
"ICAM2","ITGB2","ICAM2 - ITGB2"
"ITLN1","ITLN1","ITLN1 - ITLN1"
"TMED1","TMED1","TMED1 - TMED1"
"APOE","LOXL4","APOE - LOXL4"
"PTPRK","MET","PTPRK - MET"
"PTPRK","PDGFRB","PTPRK - PDGFRB"
"PTPRK","INSR","PTPRK - INSR"
"PLAT","LAMA1","PLAT - LAMA1"
"CADM1","CASK","CADM1 - CASK"
"PLAT","SERPINI1","PLAT - SERPINI1"
"IL4R","IL4R","IL4R - IL4R"
"HLA-G","KLRD1","HLA-G - KLRD1"
"PLAT","SERPINE1","PLAT - SERPINE1"
"PLAT","LRP1B","PLAT - LRP1B"
"HLA-G","HLA-G","HLA-G - HLA-G"
"COL9A2","MAG","COL9A2 - MAG"
"IL4R","IL2RG","IL4R - IL2RG"
"FZD4","NDP","FZD4 - NDP"
"MMP2","BCAN","MMP2 - BCAN"
"GPLD1","APOA4","GPLD1 - APOA4"
"EDA2R","EDA","EDA2R - EDA"
"FGF8","FGFR1","FGF8 - FGFR1"
"NR2F2","NR2F2","NR2F2 - NR2F2"
"IL2RG","IL7R","IL2RG - IL7R"
"VTCN1","BTLA","VTCN1 - BTLA"
"TMED1","IL1RL1","TMED1 - IL1RL1"
"IL2","NGFR","IL2 - NGFR"
"CRHR2","UCN","CRHR2 - UCN"
"ITGA2","MMP1","ITGA2 - MMP1"
"ITGA2","COL1A2","ITGA2 - COL1A2"
"COL19A1","COL19A1","COL19A1 - COL19A1"
"ITGA5","NRP1","ITGA5 - NRP1"
"ADORA1","ADORA2A","ADORA1 - ADORA2A"
"NRP2","FLT4","NRP2 - FLT4"
"NRP2","VEGFC","NRP2 - VEGFC"
"NRP2","PLXNA1","NRP2 - PLXNA1"
"FGFR2","FGF6","FGFR2 - FGF6"
"FGFR2","MMP14","FGFR2 - MMP14"
"FGFR2","FGFR2","FGFR2 - FGFR2"
"MMP25","CLU","MMP25 - CLU"
"FSHB","CGA","FSHB - CGA"
"PDGFRB","SNX2","PDGFRB - SNX2"
"GRIN1","EPHB2","GRIN1 - EPHB2"
"BMPR1B","BMP15","BMPR1B - BMP15"
"BMPR1B","BMP2","BMPR1B - BMP2"
"CALCA","CALCR","CALCA - CALCR"
"NR2F2","NR3C1","NR2F2 - NR3C1"
"COL20A1","COL20A1","COL20A1 - COL20A1"
"COL10A1","P4HB","COL10A1 - P4HB"
"BMPR1B","BMPR1A","BMPR1B - BMPR1A"
"BMPR1B","BMPR2","BMPR1B - BMPR2"
"CP","PLG","CP - PLG"
"MST1","MST1R","MST1 - MST1R"
"BMPR1B","GDF6","BMPR1B - GDF6"
"GRIN1","GRIN2A","GRIN1 - GRIN2A"
"FSHB","FSHB","FSHB - FSHB"
"IFNA1","CR2","IFNA1 - CR2"
"BMPR1B","BMPR1B","BMPR1B - BMPR1B"
"SORT1","NGFR","SORT1 - NGFR"
"BMPR1B","GDF9","BMPR1B - GDF9"
"FSHB","CGB","FSHB - CGB"
"BMPR1B","BMP7","BMPR1B - BMP7"
"RYK","WNT3A","RYK - WNT3A"
"PLXNB3","PLXNB3","PLXNB3 - PLXNB3"
"TF","HGF","TF - HGF"
"ACKR2","CCL14","ACKR2 - CCL14"
"CRHR2","CRHR2","CRHR2 - CRHR2"
"PTK7","PTK7","PTK7 - PTK7"
"BMP1","COL5A2","BMP1 - COL5A2"
"PDGFRB","PTPRB","PDGFRB - PTPRB"
"PDGFRB","PTPRO","PDGFRB - PTPRO"
"ERBB2IP","ERBB2","ERBB2IP - ERBB2"
"CSF1","TNF","CSF1 - TNF"
"NMB","NMBR","NMB - NMBR"
"TLR3","TLR3","TLR3 - TLR3"
"A1BG","SNCA","A1BG - SNCA"
"GRIN1","GRIN2D","GRIN1 - GRIN2D"
"PAPPA","IGFBP4","PAPPA - IGFBP4"
"PAPPA","PAPPA","PAPPA - PAPPA"
"MSTN","MSTN","MSTN - MSTN"
"TFPI","THBS1","TFPI - THBS1"
"SLAMF6","SLAMF6","SLAMF6 - SLAMF6"
"C8G","C8B","C8G - C8B"
"GRIP1","EFNB1","GRIP1 - EFNB1"
"CCR3","CCL3","CCR3 - CCL3"
"FMOD","TGFB2","FMOD - TGFB2"
"FMOD","TGFB1","FMOD - TGFB1"
"PAPPA","PLG","PAPPA - PLG"
"PAPPA","PRG2","PAPPA - PRG2"
"SORT1","SORT1","SORT1 - SORT1"
"PLXNB3","SEMA4A","PLXNB3 - SEMA4A"
"CD46","CD46","CD46 - CD46"
"ERBB2IP","CASK","ERBB2IP - CASK"
"ERBB2IP","GRIN2C","ERBB2IP - GRIN2C"
"CCR3","CCL18","CCR3 - CCL18"
"CNTN1","L1CAM","CNTN1 - L1CAM"
"CCL5","CCR3","CCL5 - CCR3"
"CSF2","CSF2RA","CSF2 - CSF2RA"
"KLRC1","KLRD1","KLRC1 - KLRD1"
"IGSF1","ACVR1B","IGSF1 - ACVR1B"
"CHRNA1","CHRNG","CHRNA1 - CHRNG"
"CSF2RB","CSF2RB","CSF2RB - CSF2RB"
"IGF1","IGSF1","IGF1 - IGSF1"
"CHRNA1","ITGA7","CHRNA1 - ITGA7"
"ITGA1","ITGA1","ITGA1 - ITGA1"
"RORA","NME1","RORA - NME1"
"C3","CFHR3","C3 - CFHR3"
"MATN1","MATN4","MATN1 - MATN4"
"MATN1","MATN2","MATN1 - MATN2"
"ANPEP","ANPEP","ANPEP - ANPEP"
"MATN1","COL2A1","MATN1 - COL2A1"
"PRSS3","APP","PRSS3 - APP"
"IL6","PTHLH","IL6 - PTHLH"
"C3","C5AR2","C3 - C5AR2"
"ANTXR1","LRP6","ANTXR1 - LRP6"
"MMP9","MMP9","MMP9 - MMP9"
"MMP9","LCN2","MMP9 - LCN2"
"IL12A","IL12RB1","IL12A - IL12RB1"
"CSF2RB","IL5","CSF2RB - IL5"
"MMP9","CD44","MMP9 - CD44"
"APOD","APOA2","APOD - APOA2"
"APOD","LEPR","APOD - LEPR"
"MMP9","COL4A3","MMP9 - COL4A3"
"MMP9","COL4A2","MMP9 - COL4A2"
"MMP9","KISS1","MMP9 - KISS1"
"MMP9","TFPI","MMP9 - TFPI"
"MMP9","EPHB2","MMP9 - EPHB2"
"CSF2RB","EPOR","CSF2RB - EPOR"
"CSF2RB","CSF2RA","CSF2RB - CSF2RA"
"IL1R1","IL1A","IL1R1 - IL1A"
"P2RX2","GABRR1","P2RX2 - GABRR1"
"APP","A2M","APP - A2M"
"C1QA","C1R","C1QA - C1R"
"ITGAV","CD47","ITGAV - CD47"
"ITGAV","MMP14","ITGAV - MMP14"
"COL2A1","COL2A1","COL2A1 - COL2A1"
"MMP9","FN1","MMP9 - FN1"
"PTPRD","PTPRS","PTPRD - PTPRS"
"CCL14","CCR5","CCL14 - CCR5"
"CCL5","IGFBP7","CCL5 - IGFBP7"
"S100A8","S100A9","S100A8 - S100A9"
"PRELP","NID1","PRELP - NID1"
"HSP90AA1","AIP","HSP90AA1 - AIP"
"FZD8","RYK","FZD8 - RYK"
"JAG1","THBS1","JAG1 - THBS1"
"RXRA","ACVR1B","RXRA - ACVR1B"
"SLC9A3R1","P2RY1","SLC9A3R1 - P2RY1"
"RXRA","THRA","RXRA - THRA"
"RXRA","NR1H2","RXRA - NR1H2"
"LCN1","LYZ","LCN1 - LYZ"
"LGALS3","MMP2","LGALS3 - MMP2"
"LGALS3","ELN","LGALS3 - ELN"
"TRPM7","TRPM7","TRPM7 - TRPM7"
"PTH2","PTH2","PTH2 - PTH2"
"ITGB2","ITGB2","ITGB2 - ITGB2"
"CXCR2","IL8","CXCR2 - IL8"
"RET","RET","RET - RET"
"CXCR2","PPBP","CXCR2 - PPBP"
"IL2RA","IL2RB","IL2RA - IL2RB"
"CXCR2","ADRA1A","CXCR2 - ADRA1A"
"NPR2","NPR2","NPR2 - NPR2"
"CXCR2","CXCL6","CXCR2 - CXCL6"
"IL2RA","CD4","IL2RA - CD4"
"ALCAM","ALCAM","ALCAM - ALCAM"
"ERBB4","EGFR","ERBB4 - EGFR"
"ADORA2A","CNR1","ADORA2A - CNR1"
"CD9","ITGA5","CD9 - ITGA5"
"CCL25","CCR10","CCL25 - CCR10"
"CTGF","FN1","CTGF - FN1"
"CTGF","ITGA5","CTGF - ITGA5"
"SOST","LRP6","SOST - LRP6"
"CCL1","CCR1","CCL1 - CCR1"
"CD9","KIT","CD9 - KIT"
"CD9","ITGB3","CD9 - ITGB3"
"CCL25","CCR9","CCL25 - CCR9"
"ADORA2A","ADORA2A","ADORA2A - ADORA2A"
"LHB","CGA","LHB - CGA"
"CD93","MBL2","CD93 - MBL2"
"AHSG","INSR","AHSG - INSR"
"CES1","GUSB","CES1 - GUSB"
"FCGR1A","FCGR1A","FCGR1A - FCGR1A"
"SCGB3A1","MARCO","SCGB3A1 - MARCO"
"ALCAM","CD6","ALCAM - CD6"
"CTGF","TGFB1","CTGF - TGFB1"
"ERBB4","HBEGF","ERBB4 - HBEGF"
"IL2RA","ICAM1","IL2RA - ICAM1"
"CTGF","LRP1","CTGF - LRP1"
"ITGB2","ICAM1","ITGB2 - ICAM1"
"CTGF","ERBB4","CTGF - ERBB4"
"ERBB4","NRG2","ERBB4 - NRG2"
"IGFBP1","TF","IGFBP1 - TF"
"TNFRSF13B","TNFSF12","TNFRSF13B - TNFSF12"
"CTSD","CTSD","CTSD - CTSD"
"CCL25","ACKR2","CCL25 - ACKR2"
"LEP","INS","LEP - INS"
"LEP","CLU","LEP - CLU"
"LEP","LEPR","LEP - LEPR"
"CTGF","VEGFA","CTGF - VEGFA"
"RYR1","ADAM23","RYR1 - ADAM23"
"NOTCH3","JAG1","NOTCH3 - JAG1"
"LDLR","APOE","LDLR - APOE"
"NME1","RORA","NME1 - RORA"
"DPT","LOX","DPT - LOX"
"DPT","TGFB1","DPT - TGFB1"
"NME1","MIF","NME1 - MIF"
"NME1","RORB","NME1 - RORB"
"CCL26","CCR1","CCL26 - CCR1"
"SSTR4","CORT","SSTR4 - CORT"
"UCN","CRHR1","UCN - CRHR1"
"ACVR2A","BMP7","ACVR2A - BMP7"
"UCN","CRHBP","UCN - CRHBP"
"MPPED1","NR2F1","MPPED1 - NR2F1"
"KITLG","KITLG","KITLG - KITLG"
"KITLG","CLEC11A","KITLG - CLEC11A"
"NME1","NME1","NME1 - NME1"
"LDLR","FLT1","LDLR - FLT1"
"WIF1","WNT7A","WIF1 - WNT7A"
"ECM1","THBS1","ECM1 - THBS1"
"BSG","BSG","BSG - BSG"
"HGF","HGF","HGF - HGF"
"TNFRSF11A","TMPRSS15","TNFRSF11A - TMPRSS15"
"FBN2","MFAP5","FBN2 - MFAP5"
"PPARG","PPARG","PPARG - PPARG"
"MET","CNR1","MET - CNR1"
"IGFBP4","IGF1","IGFBP4 - IGF1"
"TSPAN4","ITGA6","TSPAN4 - ITGA6"
"MET","PLXNB1","MET - PLXNB1"
"ITGAD","ITGB2","ITGAD - ITGB2"
"ACVR2A","ERBB2IP","ACVR2A - ERBB2IP"
"HFE","HFE","HFE - HFE"
"IAPP","IAPP","IAPP - IAPP"
"PSAP","PSAP","PSAP - PSAP"
"GDF5","ACVR2A","GDF5 - ACVR2A"
"RTN4R","MAG","RTN4R - MAG"
"CCR5","CD4","CCR5 - CD4"
"GDF5","BMPR2","GDF5 - BMPR2"
"GDF5","BMPR1A","GDF5 - BMPR1A"
"GDF5","ACVR2B","GDF5 - ACVR2B"
"CCR5","CCR5","CCR5 - CCR5"
"VEGFB","VEGFB","VEGFB - VEGFB"
"CCL19","ACKR2","CCL19 - ACKR2"
"TSHB","TSHR","TSHB - TSHR"
"DDR2","DDR2","DDR2 - DDR2"
"RNASE1","RNASE1","RNASE1 - RNASE1"
"NMUR1","NMUR1","NMUR1 - NMUR1"
"DAG1","LAMA2","DAG1 - LAMA2"
"DAG1","LAMA5","DAG1 - LAMA5"
"SPINK7","SPINK7","SPINK7 - SPINK7"
"ELANE","SLPI","ELANE - SLPI"
"ALK","PTN","ALK - PTN"
"ELANE","SERPINA3","ELANE - SERPINA3"
"LACRT","NID1","LACRT - NID1"
"PTPRF","CDH1","PTPRF - CDH1"
"SERPINC1","F2","SERPINC1 - F2"
"CCL5","SDC4","CCL5 - SDC4"
"IFNL1","IFNLR1","IFNL1 - IFNLR1"
"GDF7","BMP7","GDF7 - BMP7"
"ELANE","SERPINE1","ELANE - SERPINE1"
"ELANE","F2RL1","ELANE - F2RL1"
"ELANE","TGFA","ELANE - TGFA"
"ELANE","F5","ELANE - F5"
"SERPING1","PLG","SERPING1 - PLG"
"ELANE","CSF3","ELANE - CSF3"
"ELANE","YARS","ELANE - YARS"
"ABCA1","PLTP","ABCA1 - PLTP"
"MMP1","TFPI","MMP1 - TFPI"
"SERPING1","C1R","SERPING1 - C1R"
"GPC3","WNT7B","GPC3 - WNT7B"
"ABCA1","APOA1","ABCA1 - APOA1"
"GPC3","WNT3A","GPC3 - WNT3A"
"ANGPT2","ANGPT2","ANGPT2 - ANGPT2"
"GRIN2D","IL16","GRIN2D - IL16"
"TNFRSF10B","TNFRSF10A","TNFRSF10B - TNFRSF10A"
"IL1RAP","IL1R2","IL1RAP - IL1R2"
"C3","ITGB2","C3 - ITGB2"
"F10","F10","F10 - F10"
"RYR1","RYR1","RYR1 - RYR1"
"ELANE","IL8","ELANE - IL8"
"ABCA1","ERBB2IP","ABCA1 - ERBB2IP"
"ELANE","CHIT1","ELANE - CHIT1"
"ELANE","C1QC","ELANE - C1QC"
"ELANE","AZU1","ELANE - AZU1"
"ELANE","IL33","ELANE - IL33"
"NTF4","NGFR","NTF4 - NGFR"
"BMP7","NOG","BMP7 - NOG"
"MET","PLXNB2","MET - PLXNB2"
"NTF4","BDNF","NTF4 - BDNF"
"TFRC","TFRC","TFRC - TFRC"
